SPECIESID,SpecCode,Genus,Species,FBname,Kingdom,Phylum,Class,Order,Family,,
ITS-97045,25913,Plesionika,williamsi,Guinea striped shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,,
ITS-98155,26677,Paguristes,ulreyi,furry hermit,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,,
ITS-99169,27274,Cloridopsis,dubia,,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,,
WBD-Eup-51,27328,Nematoscelis,atlantica,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,,
ITS-87294,29543,Aegisthus,mucronatus,,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Aegisthidae,,
ITS-84714,31988,Cyprideis,torosa,,Animalia,Arthropoda,Ostracoda,Podocopida,Cytherideidae,,
ITS-85107,32796,Xestoleberis,aurantia,,Animalia,Arthropoda,Ostracoda,Podocopida,Xestoleberididae,,
W-Pol-337587,37454,Phyllodoce,panamensis,,Animalia,Annelida,Polychaeta,Aciculata,Phyllodocidae,,
SLB-192740,38256,Scyphoproctus,armatus,,Animalia,Annelida,Polychaeta,Not assigned,Capitellidae,,
W-Pol-327825,38967,Euniphysa,aculeata,,Animalia,Annelida,Polychaeta,Eunicida,Eunicidae,,
W-Pol-209642,39075,Paralepidonotus,indicus,,Animalia,Annelida,Polychaeta,Aciculata,Polynoidae,,
W-Pol-332000,39439,Sphaerosyllis,bilobata,,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,,
W-Pol-327710,39517,Eunice,laticeps,,Animalia,Annelida,Polychaeta,Eunicida,Eunicidae,,
W-Pol-332921,39564,Americonuphis,magna,,Animalia,Annelida,Polychaeta,Aciculata,Onuphidae,,
W-Pol-129889,39654,Mastobranchus,trinchesii,,Animalia,Annelida,Polychaeta,Not assigned,Capitellidae,,
W-Pol-332898,39885,Aglaophamus,lyrochaetus,,Animalia,Annelida,Polychaeta,Aciculata,Nephtyidae,,
W-Pol-130929,40481,Megalomma,vesiculosum,,Animalia,Annelida,Polychaeta,Canalipalpata,Sabellidae,,
W-Pol-327435,40529,Dodecaceria,fewkesi,colonial tube worm,Animalia,Annelida,Polychaeta,Canalipalpata,Cirratulidae,,
SLB-4539,40740,Axiothella,mucosa,,Animalia,Annelida,Polychaeta,Not assigned,Maldanidae,,
W-Pol-131020,41119,Metavermilia,multicristata,,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,,
Hex-5992,42063,Halcampoides,purpurea,,Animalia,Cnidaria,Anthozoa,Actiniaria,Halcampoididae,,
W-Hyd-117411,42441,Lafoeina,maxima,,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulinidae,,
W-Hyd-284646,43131,Eudendrium,attenuatum,,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Eudendriidae,,
W-Hyd-288110,43225,Zancleopsis,dichotoma,,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Zancleopsidae,,
W-Hyd-285553,43312,Sertularella,robusta,,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,,
URM-Cn-4415,43601,Pachycerianthus,fimbriatus,tube-dwelling anemone,Animalia,Cnidaria,Anthozoa,Ceriantharia,Cerianthidae,,
W-Hyd-285431,43661,Diphasia,tropica,,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,,
W-Hyd-285265,43835,Plumularia,margaretta,,Animalia,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,,
W-Hyd-287481,43939,Hincksella,cylindrica,,Animalia,Cnidaria,Hydrozoa,Leptothecata,Syntheciidae,,
W-Oct-287562,44053,Muricea,fruticosa,brown gorgonian,Animalia,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,,
W-Hyd-285884,44099,Stylaster,horologium,,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,,
W-Hyd-287297,44199,Halopteris,carinata,,Animalia,Cnidaria,Hydrozoa,Leptothecata,Halopterididae,,
W-Hyd-117536,44317,Eucheilota,paradoxica,,Animalia,Cnidaria,Hydrozoa,Leptothecata,Lovenellidae,,
W-Hyd-285782,44351,Crypthelia,fragilis,,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,,
W-Hyd-291171,44491,Systemapora,ornata,,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,,
W-Hyd-287506,44497,Conopora,candelabrum,,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,,
W-Hyd-135440,44618,Lensia,subtiloides,,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,,
SLB-65076,44690,Sphaeronectes,gracilis,,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Sphaeronectidae,,
W-Hyd-210728,44916,Millepora,exaesa,,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,,
URM-Cn-6127,45479,Coscinaraea,marshae,,Animalia,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,,
URM-Cn-6143,45497,Psammocora,vaughani,,Animalia,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,,
URM-Cn-5933,45565,Echinomorpha,nishihirai,,Animalia,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,,
URM-Cn-5991,45643,Stylophora,kuehlmanni,,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,,
URM-Cn-5996,45648,Stylophora,wellsi,,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,,
URM-Cn-5822,45724,Hydnophora,grandis,,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,,
URM-Cn-4820,45755,Acropora,rudis,,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,,
URM-Cn-5852,45757,Acanthastrea,maxima,,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,,
SLB-62753,45783,Micromussa,minuta,,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,,
URM-Cn-5879,45786,Mussismilia,harttii,,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,,
URM-Cn-5918,45922,Oculina,robusta,robust ivory tree coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Oculinidae,,
URM-Cn-5949,45939,Pectinia,africanus,,Animalia,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,,
URM-Cn-4721,45968,Acropora,bushyensis,bushy acropora,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,,
URM-Cn-4932,46052,Montipora,solanderi,,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,,
URM-Cn-4976,46099,Pachyseris,gemmae,serpent coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Agariciidae,,
URM-Cn-4736,46133,Acropora,derawanensis,,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,,
URM-Cn-4737,46144,Acropora,desalwii,,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,,
URM-Cn-5043,46189,Caryophyllia,cyathus,,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,,
URM-Cn-5101,46250,Coenocyathus,brooki,,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,,
URM-Cn-5255,46410,Stephanocyathus,moseleyanus,,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,,
URM-Cn-5305,46466,Vaughanella,concinna,,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,,
SLB-184641,46471,Acropora,jacquelinae,plating acropora,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,,
URM-Cn-5392,46554,Dendrophyllia,cornigera,,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,,
URM-Cn-5535,46709,Favia,albidus,,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,,
URM-Cn-5589,46769,Leptoria,irregularis,least valley coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,,
W-Msc-140588,47003,Nucula,hanleyi,,Animalia,Mollusca,Bivalvia,Nuculoida,Nuculidae,,
W-Msc-397161,47102,Ostrea,conchaphila,Olympia oyster,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,,
W-Msc-156920,47146,Nuculana,caudata,tailed nutclam,Animalia,Mollusca,Bivalvia,Nuculoida,Nuculanidae,,
W-Msc-420674,47192,Nuculana,carpenteri,,Animalia,Mollusca,Bivalvia,Nuculoida,Nuculanidae,,
SLB-69472,47256,Cyclopecten,nanus,dwarf glass-scallop,Animalia,Mollusca,Bivalvia,Ostreoida,Propeamussidae,,
W-Msc-464137,47346,Divalinga,quadrisulcata,cross-hatched lucine,Animalia,Mollusca,Bivalvia,Veneroida,Lucinidae,,
W-Msc-394070,47364,Euvola,raveneli,round-rib scallop,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae,,
W-Msc-505934,47679,Adula,californiensis,California datemussel,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,,
SLB-69074,47687,Lithophaga,antillarum,giant datemussel,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,,
W-Msc-506174,47696,Septifer,rudis,,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,,
W-Msc-420912,47864,Ervilia,nitens,shining ervilia,Animalia,Mollusca,Bivalvia,Veneroida,Semelidae,,
W-Msc-420817,47965,Chama,lactuca,milky jewelbox,Animalia,Mollusca,Bivalvia,Veneroida,Chamidae,,
W-Msc-156225,48020,Macoma,loveni,inflated macoma,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,,
W-Msc-420796,48284,Myrtea,sagrinata,arrow lucine,Animalia,Mollusca,Bivalvia,Veneroida,Lucinidae,,
W-Msc-420823,48382,Erycina,periscopiana,periscope erycina,Animalia,Mollusca,Bivalvia,Veneroida,Lasaeidae,,
W-Msc-420904,48484,Donax,texasianus,Texas coquina,Animalia,Mollusca,Bivalvia,Veneroida,Donacidae,,
W-Msc-507009,48531,Parapholas,californica,scaleside piddock,Animalia,Mollusca,Bivalvia,Myoida,Pholadidae,,
W-Ase-255087,48651,Myxoderma,sacculatum,,Animalia,Echinodermata,Asteroidea,Forcipulatida,Zoroasteridae,,
W-Oph-243980,49012,Ophioplocus,esmarki,,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,,
W-Oph-243584,49025,Ophiocomella,ophiactoides,,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiocomidae,,
W-Msc-139436,49237,Cardiomya,striata,striate cardiomya,Animalia,Mollusca,Bivalvia,Pholadomyoida,Cuspidariidae,,
W-Ase-368805,49284,Ceramaster,clarki,,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,,
SLB-65747,49296,Hippasteria,spinosa,spiny red star,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,,
W-Oph-213097,49394,Ophiolimna,perfida,,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,,
W-Oph-125033,49395,Ophiolimna,bairdi,,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,,
SLB-66324,49396,Ophiopthalmus,cataleimmoidus,,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,,
W-Ase-123803,49550,Marthasterias,glacialis,spiny starfish,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,,
W-Oph-244266,49606,Ophiura,cryptolepis,,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,,
SLB-66452,49608,Ophiura,irrorata,,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,,
W-Hol-124801,50092,Molpadia,musculus,,Animalia,Echinodermata,Holothuroidea,Molpadiida,Molpadiidae,,
W-Por-164164,50143,Eilhardia,schulzei,,Animalia,Porifera,Calcarea,Baerida,Baeriidae,,
W-Bry-469253,50818,Alderina,tuberosa,,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Calloporidae,,
W-Por-169017,50867,Monanchora,clathrata,,Animalia,Porifera,Demospongiae,Poecilosclerida,Crambeidae,,
W-Por-168699,50898,Mycale,parishi,,Animalia,Porifera,Demospongiae,Poecilosclerida,Mycalidae,,
W-Por-184445,51084,Smenospongia,aurea,,Animalia,Porifera,Demospongiae,Dictyoceratida,Thorectidae,,
W-Bry-111520,51407,Escharina,vulgaris,,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Schizoporellidae,,
W-Por-166023,51592,Myrmekioderma,rea,,Animalia,Porifera,Demospongiae,Halichondrida,Heteroxyidae,,
W-Por-170653,51686,Polymastia,pacifica,aggregated nipple sponge,Animalia,Porifera,Demospongiae,Hadromerida,Polymastiidae,,
SLB-86266,51700,Cliona,schmidti,,Animalia,Porifera,Demospongiae,Hadromerida,Clionaidae,,
W-Bry-422384,52159,Petraliella,bisinuata,,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Petraliellidae,,
W-Bry-422409,52494,Reteporellina,marsupiata,,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Phidoloporidae,,
URM-2-1836,53757,Oikopleura,longicauda,,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,,
URM-2-1908,53827,Ascidia,glabra,,Animalia,Chordata,Ascidiacea,Enterogona,Ascidiidae,,
URM-2-1916,53835,Ascidia,latesiphonica,,Animalia,Chordata,Ascidiacea,Enterogona,Ascidiidae,,
URM-2-2220,53948,Didemnum,ossium,,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,,
SLB-37159,53983,Didemnum,subflavum,,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,,
URM-2-2261,53985,Didemnum,tabulatum,,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,,
URM-2-2314,54032,Diplosoma,velatum,,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,,
URM-2-2335,54052,Leptoclinides,cuspidatus,,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,,
SLB-37248,54067,Leptoclinides,kerguelenensis,,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,,
URM-2-2379,54094,Leptoclinides,sulawesii,,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,,
URM-2-2499,54195,Polysyncraton,pseudorugosum,,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,,
URM-2-2525,54217,Trididemnum,areolatum,,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,,
URM-2-2545,54238,Trididemnum,miniatum,,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,,
SLB-37483,54290,Distaplia,concreta,,Animalia,Chordata,Ascidiacea,Enterogona,Holozoidae,,
URM-2-2611,54302,Distaplia,mikropnoa,,Animalia,Chordata,Ascidiacea,Enterogona,Holozoidae,,
URM-2-2695,54380,Situla,galeata,,Animalia,Chordata,Ascidiacea,Enterogona,Octacnemidae,,
URM-2-2696,54381,Situla,lanosa,,Animalia,Chordata,Ascidiacea,Enterogona,Octacnemidae,,
URM-2-2721,54406,Ecteinascidia,thurstoni,,Animalia,Chordata,Ascidiacea,Enterogona,Perophoridae,,
URM-2-2738,54423,Perophora,namei,,Animalia,Chordata,Ascidiacea,Enterogona,Perophoridae,,
SLB-37687,54470,Eudistoma,australe,,Animalia,Chordata,Ascidiacea,Enterogona,Polycitoridae,,
SLB-37849,54593,Aplidium,acropodium,,Animalia,Chordata,Ascidiacea,Enterogona,Polyclinidae,,
URM-2-2951,54625,Aplidium,coniferum,,Animalia,Chordata,Ascidiacea,Enterogona,Polyclinidae,,
SLB-37893,54634,Aplidium,didemniformis,,Animalia,Chordata,Ascidiacea,Enterogona,Polyclinidae,,
SLB-37936,54673,Aplidium,leviventer,,Animalia,Chordata,Ascidiacea,Enterogona,Polyclinidae,,
SLB-37978,54715,Aplidium,peresi,,Animalia,Chordata,Ascidiacea,Enterogona,Polyclinidae,,
SLB-38030,54767,Aplidium,vexillum,,Animalia,Chordata,Ascidiacea,Enterogona,Polyclinidae,,
URM-2-3147,54808,Polyclinum,psammiferum,,Animalia,Chordata,Ascidiacea,Enterogona,Polyclinidae,,
URM-2-3159,54818,Ritterella,dispar,dispar ascidian,Animalia,Chordata,Ascidiacea,Enterogona,Polyclinidae,,
URM-2-3196,54854,Synoicum,daucum,,Animalia,Chordata,Ascidiacea,Enterogona,Polyclinidae,,
URM-2-3271,54925,Pseudodistoma,inflatum,,Animalia,Chordata,Ascidiacea,Enterogona,Pseudodistomidae,,
URM-2-3286,54940,Pycnoclavella,detorta,tentacle sea squirt,Animalia,Chordata,Ascidiacea,Enterogona,Pycnoclavellidae,,
SLB-185198,54995,Bostrichobranchus,septum,,Animalia,Chordata,Ascidiacea,Pleurogona,Molgulidae,,
SLB-38343,55003,Gamaster,vallatum,,Animalia,Chordata,Ascidiacea,Pleurogona,Molgulidae,,
SLB-38461,55113,Molgula,variazizi,,Animalia,Chordata,Ascidiacea,Pleurogona,Molgulidae,,
URM-2-3491,55141,Pareugyrioides,exigua,,Animalia,Chordata,Ascidiacea,Pleurogona,Molgulidae,,
URM-2-3547,55196,Culeolus,pyramidalis,,Animalia,Chordata,Ascidiacea,Pleurogona,Pyuridae,,
URM-2-3580,55228,Herdmania,insolita,,Animalia,Chordata,Ascidiacea,Pleurogona,Pyuridae,,
URM-2-3638,55284,Pyura,confragosa,,Animalia,Chordata,Ascidiacea,Pleurogona,Pyuridae,,
URM-2-3640,55286,Pyura,curvigona,,Animalia,Chordata,Ascidiacea,Pleurogona,Pyuridae,,
URM-2-3699,55344,Alloeocarpa,bridgesi,,Animalia,Chordata,Ascidiacea,Pleurogona,Styelidae,,
URM-2-3729,55370,Botryllus,gregalis,,Animalia,Chordata,Ascidiacea,Pleurogona,Styelidae,,
SLB-38799,55377,Botryllus,niger,,Animalia,Chordata,Ascidiacea,Pleurogona,Styelidae,,
SLB-38906,55464,Dicarpa,cornicula,,Animalia,Chordata,Ascidiacea,Pleurogona,Styelidae,,
SLB-38902,55487,Dextrocarpa,misanthropos,,Animalia,Chordata,Ascidiacea,Pleurogona,Styelidae,,
URM-2-3900,55537,Polyandrocarpa,zorritensis,,Animalia,Chordata,Ascidiacea,Pleurogona,Styelidae,,
SLB-39095,55629,Polyzoa,minor,,Animalia,Chordata,Ascidiacea,Pleurogona,Styelidae,,
URM-2-4017,55648,Stolonica,duploplicata,,Animalia,Chordata,Ascidiacea,Pleurogona,Styelidae,,
URM-2-4053,55684,Styela,gibbsii,peanut sea squirt,Animalia,Chordata,Ascidiacea,Pleurogona,Styelidae,,
SLB-39167,55691,Styela,mallei,,Animalia,Chordata,Ascidiacea,Pleurogona,Styelidae,,
URM-2-873,55789,Nymphon,pagophilum,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,,
URM-2-958,55936,Anoplodactylus,arcuatus,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,,
URM-2-1147,56120,Pallenopsis,scoparia,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,,
URM-2-1173,56144,Phoxichilidium,ungellatum,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,,
URM-2-1242,56212,Pycnogonum,tenue,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Pycnogonidae,,
URM-2-43,56275,Achelia,nana,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,,
SLB-182871,56372,Ammothella,symbia,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,,
URM-2-143,56374,Ammothella,tippula,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,,
URM-2-167,56398,Ascorhynchus,cooki,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,,
URM-2-201,56432,Ascorhynchus,orthorhynchus,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,,
SLB-29572,56595,Tanystylum,oculospinosum,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,,
URM-2-395,56623,Austrodecus,fryi,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Austrodecidae,,
URM-2-424,56652,Pantopipetta,australis,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Austrodecidae,,
URM-2-616,56839,Colossendeis,minuta,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Colossendeidae,,
URM-2-630,56852,Colossendeis,tenera,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Colossendeidae,,
URM-2-657,56878,Rhopalorhynchus,filipes,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Colossendeidae,,
URM-2-805,57024,Nymphon,immane,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,,
SLB-70961,57071,Argonauta,cornuta,,Animalia,Mollusca,Cephalopoda,Octopoda,Argonautidae,,
W-Msc-550403,57306,Filippovia,knipovitchi,smooth hooked squid,Animalia,Mollusca,Cephalopoda,Teuthida,Onychoteuthidae,,
W-Msc-341962,57319,Octopus,chierchiae,,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,,
W-Msc-342047,57937,Octopus,wolfi,star-sucker pygmy octopus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,,
W-Gtr-114520,58087,Halichaetonotus,paradoxus,,Animalia,Gastrotricha,Not assigned,Chaetonotoidea,Chaetonotidae,,
W-Msc-140151,58327,Tonicella,marmorea,,Animalia,Mollusca,Polyplacophora,Chitonida,Callochitonidae,,
W-Msc-386076,58339,Stenoplax,limaciformis,,Animalia,Mollusca,Polyplacophora,Chitonida,Callochitonidae,,
W-Msc-386175,58358,Chaetopleura,gemma,,Animalia,Mollusca,Polyplacophora,Chitonida,Callochitonidae,,
SLB-96440,59411,Halichaetonotus,decipiens,,Animalia,Gastrotricha,Not assigned,Chaetonotoidea,Chaetonotidae,,
W-Gtr-247814,59686,Tetranchyroderma,cirrophorum,,Animalia,Gastrotricha,Not assigned,Macrodasyoidea,Thaumastodermatidae,,
W-Gtr-114659,59709,Tetranchyroderma,papii,,Animalia,Gastrotricha,Not assigned,Macrodasyoidea,Thaumastodermatidae,,
SLB-80309,59811,Dentalium,gouldii,,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,,
ITS-772552,59855,Nephasoma,cutleri,,Animalia,Sipuncula,Sipunculidea,Golfingiiformes,Golfingiidae,,
ITS-154935,59920,Phascolosoma,noduliferum,,Animalia,Sipuncula,Phascolosomatidea,Phascolosomatida,Phascolosomatidae,,
W-Sca-344293,59981,Cadulus,platensis,,Animalia,Mollusca,Scaphopoda,Gadilida,Gadilidae,,
W-Sca-344446,60135,Antalis,pretiosa,wampum tuskshell,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,,
W-Sca-344444,60136,Antalis,pilsbryi,,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,,
W-Sca-344207,60153,Fissidentalium,megathyris,,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,,
W-Sca-344325,60201,Gadila,agassizii,,Animalia,Mollusca,Scaphopoda,Gadilida,Gadilidae,,
W-Sca-344267,60221,Cadulus,ampullaceus,,Animalia,Mollusca,Scaphopoda,Gadilida,Gadilidae,,
W-Bra-235365,60247,Lingula,adamsi,,Animalia,Brachiopoda,Inarticulata,Lingulida,Lingulidae,,
W-Cha-105431,60607,Caecosagitta,macrocephala,,Animalia,Chaetognatha,Not assigned,Not assigned,Sagittidae,,
SLB-30824,60636,Parasagitta,peruviana,,Animalia,Chaetognatha,Not assigned,Not assigned,Sagittidae,,
URM-2-4308,61084,Cephalodiscus,gracilis,,Animalia,Hemichordata,Pterobranchia,Not assigned,Cephalodiscidae,,
ITS-Mam-180500,68888,Tasmacetus,shepherdi,Shepherd's beaked whale,Animalia,Chordata,Mammalia,Cetacea,Ziphiidae,,
ITS-Mam-180634,68959,Arctocephalus,galapagoensis,Galapagos fur seal,Animalia,Chordata,Mammalia,Carnivora,Otariidae,,
ITS-Mam-180452,69392,Cephalorhynchus,hectori,Hector's dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,,
SLB-119122,71178,Eumunida,keijii,black-lipped pika,Animalia,Arthropoda,Malacostraca,Decapoda,Chirostylidae,,
SLB-119135,71182,Eumunida,pacifica,Gaoligong pika,Animalia,Arthropoda,Malacostraca,Decapoda,Chirostylidae,,
W-Por-133198,71963,Euchelipluma,pristina,,Animalia,Porifera,Demospongiae,Poecilosclerida,Guitarridae,,
SLB-119327,71986,Clypeosectus,curvus,,Animalia,Mollusca,Gastropoda,Vetigastropoda,Lepetodrilidae,,
W-Msc-536896,72012,Fucaria,striata,,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Skeneidae,,
W-Msc-449951,72024,Cyathermia,naticoides,,Animalia,Mollusca,Gastropoda,Not assigned,Neomphalidae,,
W-Msc-450000,72034,Planorbidella,planispira,,Animalia,Mollusca,Gastropoda,Not assigned,Neomphalidae,,
W-Msc-450018,72051,Rhynchopelta,concentrica,,Animalia,Mollusca,Gastropoda,Not assigned,Peltospiridae,,
W-Pol-330306,72156,Paralvinella,dela,,Animalia,Annelida,Polychaeta,Terebellida,Alvinellidae,,
SLB-119530,72190,Aphotopontius,mammillatus,,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae,,
SLB-119560,72220,Stygiopontius,pectinatus,,Animalia,Arthropoda,Maxillopoda,Siphonostomatoida,Dirivultidae,,
SLB-119623,72283,Mirocaris,fortunata,,Animalia,Arthropoda,Malacostraca,Decapoda,Alvinocarididae,,
SLB-119632,72292,Paralomis,hirtella,,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,,
SLB-119633,72293,Munida,magniantennulata,,Animalia,Arthropoda,Malacostraca,Decapoda,Galatheidae,,
Chn-c52065c0-9805-4194-99b0-c065a99ff036,72301,Shinkaia,crosnieri,,Animalia,Arthropoda,Malacostraca,Decapoda,Galatheidae,,
W-Bch-107266,72318,Segonzacia,mesatlantica,,Animalia,Arthropoda,Malacostraca,Decapoda,Bythograeidae,,
W-Oph-238164,72326,Ophiolamina,eprae,,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,,
W-Bch-208965,72333,Lybia,plumosa,,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,,
W-Msc-428212,72341,Conus,monile,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,,
W-Hyd-289996,77194,Gonaxia,ampullacea,,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,,
W-Hyd-284763,77282,Halecium,ralpha,,Animalia,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,,
W-Hyd-285542,77702,Sertularella,paucicostata,,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,,
W-Msc-507872,80543,Placamen,lamellata,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,,
W-Msc-507448,80625,Glauconome,chinensis,Chinese glauconome,Animalia,Mollusca,Bivalvia,Veneroida,Glauconomidae,,
W-Bch-440445,80988,Ethusa,izuensis,,Animalia,Arthropoda,Malacostraca,Decapoda,Dorippidae,,
W-Ech-513575,81004,Stylocidaris,annulosa,,Animalia,Echinodermata,Echinoidea,Cidaroida,Cidaridae,,
SLB-129461,81007,Metacrinus,rotundus,,Animalia,Echinodermata,Crinoidea,Millericrinida,Isocrinidae,,
W-Msc-216543,81136,Callista,erycina,reddish venus,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,,
SLB-129614,81154,Fusinus,forceps,forceps spindle,Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,,
W-Oph-406413,81214,Macrophiothrix,striolata,,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiodermatidae,,
